0.0000000	0.0000000	0.0000000
0.0000000	0.0000000	0.0000000
0.2241470	0.0077193	-0.9745247
0.2237331	0.0053317	-0.9746363
0.2236795	0.0046138	-0.9746520
-0.2824775	-0.2670162	-0.9213625
-0.2820497	-0.2638913	-0.9223944
-0.2815938	-0.2624614	-0.9229414
0.0425602	0.4934147	-0.8687531
0.3462003	-0.4592780	-0.8180566
0.3453123	-0.4561484	-0.8201823
0.3450920	-0.4546873	-0.8210819
-0.6273754	0.1193539	-0.7695206
-0.6257696	0.1166583	-0.7712386
-0.6252118	0.1153725	-0.7718838
0.5844558	0.3800086	-0.7169461
0.5833856	0.3768673	-0.7194713
0.5830615	0.3754745	-0.7204615
-0.1927497	-0.7218482	-0.6646733
-0.1920183	-0.7192426	-0.6677026
0.0000000	0.0000000	0.0000000
-0.1918966	-0.7179702	-0.6691055
-0.3609301	0.7019334	-0.6140258
-0.3603084	0.6993398	-0.6173412
-0.3601980	0.6981264	-0.6187776
0.7722483	-0.2903883	-0.5650771
0.7709110	-0.2874936	-0.5683776
0.7705181	-0.2862069	-0.5695584
-0.7895564	-0.3342050	-0.5146947
-0.7886812	-0.3313035	-0.5179092
-0.7883813	-0.3302134	-0.5190610
0.3731284	0.8043028	-0.4624652
0.3729224	0.8021068	-0.4664291
0.3731069	0.8011279	-0.4679702
0.2709412	-0.8698837	-0.4121940
0.2710357	-0.8681055	-0.4158653
0.2708732	-0.8672904	-0.4176680
-0.8027288	0.4732101	-0.3629142
-0.8024996	0.4707835	-0.3665640
-0.8024158	0.4695631	-0.3683086
0.0000000	0.0000000	0.0000000
0.9249843	0.2095604	-0.3171162
0.9247600	0.2080596	-0.3187153
-0.5516671	-0.7920809	-0.2615066
-0.5521970	-0.7902611	-0.2657776
-0.5521435	-0.7896042	-0.2677559
-0.1252946	0.9693179	-0.2116593
-0.1252860	0.9684108	-0.2156855
-0.1251397	0.9679970	-0.2175847
0.7505580	-0.6405989	-0.1624173
0.7512421	-0.6388275	-0.1661638
0.7514750	-0.6381219	-0.1677613
-0.9924125	-0.0497357	-0.1128751
-0.9920502	-0.0472218	-0.1169176
-0.9919210	-0.0460353	-0.1182672
0.7033013	0.7082225	-0.0621429
0.7044949	0.7066439	-0.0662749
0.7048861	0.7060635	-0.0681467
-0.0466508	-0.9988868	-0.0128771
-0.0463870	-0.9988207	-0.0164468
-0.0463130	-0.9987833	-0.0183204
0.0000000	0.0000000	0.0000000
0.0106262	0.0216062	-0.9997102
0.9068063	0.0279866	-0.4206313
0.2784569	-0.8663416	-0.4146384
-0.7251865	-0.5384069	-0.4292239
-0.7251875	0.5384077	-0.4292239
0.2768228	0.8599337	-0.4288258
